"URI"	"scientificName"	"is_current"
"http://florabase.dec.wa.gov.au/browse/profile/12937"	"Diuris pulchella D.L.Jones"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12938"	"Diuris micrantha D.L.Jones"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12939"	"Diuris magnifica D.L.Jones"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12940"	"Diuris heberlei D.L.Jones"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12941"	"Diuris conspicillata D.L.Jones"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12942"	"Diuris concinna D.L.Jones"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12943"	"Diuris brumalis D.L.Jones"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12944"	"Diuris amplissima D.L.Jones"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12945"	"Corybas recurvus D.L.Jones"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12946"	"Corybas limpidus D.L.Jones"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12948"	"Prostanthera tysoniana (Carrick) B.J.Conn"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12949"	"Marsdenia australis (R.Br.) Druce"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12950"	"Blumea psammophila Dunlop"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12951"	"Eremophila enata Chinnock"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12952"	"Acacia minyura Randell"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12953"	"Acacia ayersiana var. latifolia (J.Black) Randell"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12954"	"Acacia ayersiana Maconochie var. ayersiana"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12955"	"Acacia aneura var. conifera Randell"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12956"	"Acacia aneura var. macrocarpa Randell"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12957"	"Acacia aneura Benth. var. aneura"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12958"	"Actinotus laxus Keighery"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12959"	"Scleria lingulata C.B.Clarke"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12961"	"Nymphoides furculifolia Specht"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12962"	"Taenitis pinnata (J.Sm.) Holttum"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12963"	"Macrothelypteris torresiana (Gaudich.) Ching"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12964"	"Pomax rupestris F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12966"	"Logania biloba B.J.Conn"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12967"	"Stylidium latericola Kenneally"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12968"	"Eremophila subfloccosa subsp. imbricata (Benth.) Chinnock"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12969"	"Logania centralis B.J.Conn"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12970"	"Logania exilis B.J.Conn"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12971"	"Logania judithiana B.J.Conn"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12972"	"Logania glabra B.Conn"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12973"	"Stylidium bulbiferum var. ciliatum Sond."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12974"	"Chorizema rhynchotropis Meisn."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12975"	"Daviesia benthamii subsp. acanthoclona (F.Muell.) Crisp"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/12980"	"Jacksonia sp. A Kimberley (C. Dunlop 8559)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12981"	"Jacksonia sp. Boyagin (D. Foreman 1068)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12982"	"Jacksonia sp. (A.S. George 5907)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12983"	"Jacksonia sp. Kalbarri (M.D. Crisp 6274)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12984"	"Jacksonia sp. Newdegate (M.G. Corrick 8749)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12985"	"Jacksonia sp. (E.A. Chesterfield 263)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12986"	"Jacksonia sp. (M.G. Corrick 8785)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12987"	"Jacksonia sp. Mt Drummond (J.M. Fox 86/130)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12988"	"Jacksonia sp. Tammin (R.J. Cranfield 4841)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12989"	"Jacksonia sp. (Edkins 3965)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12990"	"Jacksonia sp. Marchagee (B. Barnsley 920)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12991"	"Jacksonia sp. Tarin Rock (H. Demarz 1041)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12992"	"Jacksonia sp. Cundeelee (B. Severne 74146)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12993"	"Jacksonia sp. (A.S. George 6101)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12994"	"Jacksonia sp. Quairading (W.E. Blackall 3261)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12995"	"Jacksonia sp. Hyden (J.S. Beard 3852)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12996"	"Jacksonia sp. (N. Hoyle 579)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12997"	"Jacksonia sp. Fitzgerald (G.J. Keighery 620)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12998"	"Jacksonia sp. (R.Pullen 9659)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/12999"	"Jacksonia sp. Esperance (M.G. Corrick 9558)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13000"	"Jacksonia sp. Mt. Jackson (R.J. Cranfield 7748)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13001"	"Jacksonia sp. Nerren Nerren (R.J. Cranfield 2576)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13002"	"Jacksonia sp. (P.G. Wilson 8645)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13003"	"Jacksonia sp. Mt Lesueur (E.A. Griffin 5571)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13004"	"Jacksonia sp. Busselton (G.J. Keighery 4482)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13005"	"Jacksonia sp. Collie (C.J. Koch 177)"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13006"	"Sarcostemma viminale subsp. australe (R.Br.) P.I.Forst."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13007"	"Sarcostemma viminale subsp. brunonianum (Wight & Arn.) P.I.Forst."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13008"	"Sarcostemma viminale (L.) R.Br."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13009"	"Sarcostemma brevipedicellatum P.I.Forst."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13010"	"Brachychiton diversifolius R.Br. subsp. diversifolius"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13011"	"Euphorbia plumerioides Hassk. var. plumerioides"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13012"	"Jacksonia forrestii F.Muell."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13013"	"Jacksonia fasciculata Meisn."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13014"	"Eucalyptus semiglobosa (Brooker) L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13015"	"Eucalyptus balanopelex L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13016"	"Eucalyptus recta L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13017"	"Eucalyptus argyphea L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13018"	"Eucalyptus mannensis subsp. vespertina L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13019"	"Eucalyptus mannensis Boomsma subsp. mannensis"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13020"	"Eucalyptus angustissima subsp. quaerenda L.A.S.Johnson & K.D.Hill"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13021"	"Eucalyptus angustissima F.Muell. subsp. angustissima"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13022"	"Eucalyptus foliosa L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13023"	"Eucalyptus misella L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13024"	"Eucalyptus phylacis L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13025"	"Eucalyptus depauperata L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13026"	"Eucalyptus tephroclada L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13027"	"Eucalyptus tenera L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13028"	"Eucalyptus goniocarpa L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13029"	"Eucalyptus suggrandis subsp. alipes L.A.S.Johnson & K.D.Hill"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13030"	"Eucalyptus suggrandis L.A.S.Johnson & K.D.Hill subsp. suggrandis"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13031"	"Eucalyptus suggrandis L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13032"	"Eucalyptus vegrandis L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13033"	"Eucalyptus sargentii subsp. fallens L.A.S.Johnson & K.D.Hill"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13034"	"Eucalyptus sargentii Maiden subsp. sargentii"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13035"	"Eucalyptus aspratilis L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13036"	"Eucalyptus gratiae (Brooker) L.A.S.Johnson & K.D.Hill"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13037"	"Eucalyptus loxophleba subsp. lissophloia L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13038"	"Eucalyptus loxophleba subsp. supralaevis L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13039"	"Eucalyptus blaxellii L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13040"	"Eucalyptus pruiniramis L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13041"	"Triodia tomentosa S.W.L.Jacobs"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13043"	"Gossypium rotundifolium Fryxell	 Craven & J.M.Stewart"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13044"	"Gossypium nobile Fryxell	 Craven & J.M.Stewart"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13045"	"Gossypium marchantii Fryxell	 Craven & J.M.Stewart"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13046"	"Gossypium londonderriense Fryxell	 Craven & J.M.Stewart"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13047"	"Gossypium exiguum Fryxell	 Craven & J.M.Stewart"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13048"	"Gossypium enthyle Fryxell	 Craven & J.M.Stewart"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13049"	"Chorilaena hirsuta Benth."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13050"	"Nymphaea immutabilis S.W.L.Jacobs"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13051"	"Nymphaea immutabilis subsp. kimberleyensis S.W.L.Jacobs"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13052"	"Eucalyptus lata L.A.S.Johnson & K.D.Hill"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13053"	"Eucalyptus websteriana subsp. norsemanica L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13054"	"Eucalyptus websteriana Maiden subsp. websteriana"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13055"	"Eucalyptus rosacea L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13056"	"Eucalyptus leptopoda subsp. subluta L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13057"	"Eucalyptus leptopoda subsp. arctata L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13058"	"Eucalyptus leptopoda subsp. elevata L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13059"	"Eucalyptus leptopoda Benth. subsp. leptopoda"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13060"	"Restio abortivus Nees"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13061"	"Tournefortia muelleri I.M.Johnst."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13063"	"Eucalyptus balladoniensis subsp. sedens L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13064"	"Eucalyptus balladoniensis Brooker subsp. balladoniensis"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13065"	"Eucalyptus kessellii subsp. eugnosta L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13066"	"Eucalyptus kessellii Maiden & Blakely subsp. kessellii"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13067"	"Eucalyptus goniantha subsp. notactites L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13068"	"Scaevola globosa (Carolin) Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13070"	"Acacia synchronicia Maslin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13071"	"Acacia ryaniana Maslin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13072"	"Acacia chartacea Maslin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13073"	"Acacia aphanoclada Maslin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13074"	"Acacia alexandri Maslin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13075"	"Acacia telmica A.R.Chapman & Maslin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13076"	"Acacia startii A.R.Chapman & Maslin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13077"	"Acacia sclerosperma subsp. glaucescens A.R.Chapman & Maslin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13078"	"Acacia sclerosperma F.Muell. subsp. sclerosperma"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13079"	"Acacia didyma A.R.Chapman & Maslin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13080"	"Philotheca citrina Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13081"	"Triodia pascoeana B.K.Simon"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13082"	"Myriophyllum lapidicola Orchard"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13083"	"Stylidium lateriticola Kenneally"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13084"	"Grevillea fuscolutea Keighery"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13085"	"Grevillea centristigma (McGill.) Keighery"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13086"	"Grevillea pimeleoides W.Fitzg."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13087"	"Plectrachne bunglensis S.W.L.Jacobs"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13088"	"Plectrachne caroliniana S.W.L.Jacobs"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13089"	"Triodia burbidgeana S.W.L.Jacobs"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13090"	"Eucalyptus balanites Grayling & Brooker"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13091"	"Eucalyptus argutifolia Grayling & Brooker"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13092"	"Eucalyptus annuliformis Grayling & Brooker"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13093"	"Eucalyptus absita Grayling & Brooker"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13094"	"Eucalyptus ordiana Dunlop & Done"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13095"	"Apatophyllum macgillivrayi Cranfield & Lander"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13097"	"Eucalyptus educta L.A.S.Johnson & K.D.Hill"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13098"	"Amperea sp."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13099"	"Drosera microscapa Debbert"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13100"	"Tylophora cinerascens (R.Br.) P.I.Forst."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13101"	"Amperea simulans R.J.F.Hend."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13102"	"Watsonia borbonica subsp. ardernei (Sander) Goldblatt"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13103"	"Watsonia borbonica (Pourr.) Goldblatt"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13104"	"Stachytarpheta cayennensis (Rich.) Vahl"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13105"	"Hypocalymma asperum Schauer"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13106"	"Hypocalymma scariosum Schauer"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13107"	"Chorizema retrorsum J.M.Taylor & Crisp"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13108"	"Chorizema obtusifolium (Sw.) J.M.Taylor & Crisp"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13109"	"Chorizema ulotropis J.M.Taylor & Crisp"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13110"	"Chorizema circinale J.M.Taylor & Crisp"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13111"	"Chorizema aciculare subsp. laxum J.M.Taylor & Crisp"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13112"	"Chorizema aciculare (DC.) C.A.Gardner subsp. aciculare"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13113"	"Chorizema carinatum (Meisn.) J.M.Taylor & Crisp"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13114"	"Chorizema racemosum (Meisn.) J.M.Taylor & Crisp"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13115"	"Chorizema humile Turcz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13116"	"Adenanthos x pamela E.C.Nelson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13117"	"Nemcia cruciata Crisp"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13118"	"Oxalis compressa Thunb."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13119"	"Cerastium balearicum F.Herm."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13120"	"Cerastium vulgare Hartm."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13121"	"Centrolepis cephaloformis subsp. murrayi (J.M.Black) D.A.Cooke"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13122"	"Centrolepis cephaloformis Reader subsp. cephaloformis"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13123"	"Centrolepis curta D.A.Cooke"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13124"	"Centrolepis strigosa subsp. rupestris D.A.Cooke"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13125"	"Centrolepis strigosa (R.Br.) Roem. & Schult. subsp. strigosa"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13126"	"Heliotropium leptaleum Craven"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13127"	"Stylidium maritimum Lowrie	 Coates & Kenneally"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13128"	"Logania serpyllifolia subsp. angustifolia (Benth.) B.J.Conn"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13129"	"Logania perryana B.J.Conn"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13130"	"Wedelia urticifolia DC."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13131"	"Triodia epactia S.W.L.Jacobs"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13132"	"Hypocalymma uncinatum Strid & Keighery"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13133"	"Grevillea drummondii subsp. centristigma McGill."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13134"	"Polypompholyx multifida (R.Br.) F.Muell."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13135"	"Ozothamnus ramosus (DC.) Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13136"	"Chrysocephalum semicalvum (F.Muell.) Paul G.Wilson subsp. semicalvum"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13137"	"Chrysocephalum semicalvum (F.Muell.) Paul G.Wilson"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13138"	"Chrysocephalum puteale (S.Moore) Paul G.Wilson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13141"	"Haliptilon roseum (Lam.) Garbary & H.W.Johans."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13144"	"Polyphysa peniculus (Turner) J.Agardh"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13145"	"Polyphysa cliftonii Harv."	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13146"	"Acetabularia peniculus (Turner) Solms"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13147"	"Scaevola revoluta subsp. stenostachya (W.Fitzg.) Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13148"	"Scaevola browniana"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13149"	"Scaevola browniana subsp. grandior Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13150"	"Scaevola browniana Carolin subsp. browniana"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13151"	"Scaevola thesioides subsp. filifolia (E.Pritz.) Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13152"	"Scaevola thesioides Benth. subsp. thesioides"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13153"	"Scaevola taccada (Gaertn.) Roxb."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13155"	"Dampiera latealata (E.Pritz.) Rajput & Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13156"	"Dampiera haematotricha subsp. dura (Benth.) Rajput & Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13157"	"Dampiera haematotricha de Vriese subsp. haematotricha"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13158"	"Dampiera tenuicaulis var. curvula (K.Krause) Rajput & Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13159"	"Dampiera tenuicaulis E.Pritz. var. tenuicaulis"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13160"	"Velleia exigua (F.Muell.) Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13161"	"Goodenia kakadu Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13162"	"Goodenia sepalosa var. glandulosa Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13163"	"Goodenia sepalosa Benth. var. sepalosa"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13164"	"Goodenia janamba Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13165"	"Goodenia pusilla (de Vriese) de Vriese"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13166"	"Goodenia goodeniacea (F.Muell.) Carolin"	"N"
"http://florabase.dec.wa.gov.au/browse/profile/13167"	"Goodenia watsonii subsp. glandulosa Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13168"	"Goodenia watsonii F.Muell. & Tate subsp. watsonii"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13169"	"Scaevola restiacea subsp. divaricata Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13170"	"Scaevola restiacea Benth. subsp. restiacea"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13171"	"Scaevola parvifolia subsp. acuminata Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13172"	"Scaevola parvifolia subsp. pilbarae Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13173"	"Scaevola parvifolia Benth. subsp. parvifolia"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13174"	"Scaevola striata var. arenaria E.Pritz."	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13175"	"Scaevola striata R.Br. var. striata"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13176"	"Scaevola laciniata F.M.Bailey"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13177"	"Scaevola graminea Ewart & A.H.K.Petrie"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13178"	"Scaevola amblyanthera var. centralis Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13179"	"Scaevola amblyanthera F.Muell. var. amblyanthera"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13180"	"Scaevola argentea Carolin"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13181"	"Scaevola repens var. angustifolia de Vriese"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13182"	"Scaevola repens de Vriese var. repens"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13183"	"Grevillea subterlineata Makinson"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13184"	"Drosera walyunga N.G.Marchant & Lowrie"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13185"	"Drosera spilos N.G.Marchant & Lowrie"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13186"	"Drosera roseana N.G.Marchant & Lowrie"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13187"	"Drosera paleacea subsp. trichocaulis (Diels) N.G.Marchant & Lowrie"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13188"	"Drosera paleacea DC. subsp. paleacea"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13189"	"Drosera oreopodion N.G.Marchant & Lowrie"	"Y"
"http://florabase.dec.wa.gov.au/browse/profile/13190"	"Drosera occidentalis subsp. australis N.G.Marchant & Lowrie"	"Y"
